player_id,position,player_name,team,season,week,rookie,home,qb_id,touchdown,against,wp,report_status,yards_gained,rolling_yapg,rolling_rushing_yards,rolling_receiving_yards,rolling_rushing_touchdowns,rolling_receiving_touchdowns,player_id_drop,passing_tds,passing_yards,qb_rolling_passing_tds,qb_rolling_passing_yards,prev_rushing_yards,prev_receiving_yards,prev_rushing_touchdowns,prev_receiving_touchdowns,prev_red_zone,rolling_red_zone,played
00-0038563,WR,Tre Tucker,LV,2024,8,0,1,00-0038579,0,KC,0.22727272727272727,Healthy,228.0,228.0,5.5,23.75,0.25,0.0,,,,,,29.0,252.0,1.0,1.0,0.5088,0.5556,1.0
00-0038576,WR,Charlie Jones,CIN,2024,8,0,1,00-0036442,0,PHI,0.5967741935483871,Healthy,280.0,280.0,0.0,0.0,0.0,0.0,00-0036442,1.0,234.0,1.0,234.0,0.0,5.0,0.0,0.0,0.65,0.4,
00-0038582,QB,Clayton Tune,ARI,2024,8,0,0,00-0035228,0,MIA,0.3355704697986577,Healthy,389.0,389.0,2.0,0.0,0.0,0.0,00-0035228,2.0,307.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.6167,0.375,
00-0038583,QB,Dorian Thompson-Robinson,CLE,2024,8,0,1,00-0031503,0,BAL,0.25,Minor,401.0,401.0,44.0,0.0,0.0,0.0,00-0031503,3.0,334.0,0.0,0.0,,,,,0.42310000000000003,0.5,
00-0038589,TE,Josh Whyle,TEN,2024,8,0,0,00-0034771,0,DET,0.11111111111111116,Healthy,416.0,416.0,0.0,21.0,0.0,0.0,00-0034771,1.0,266.0,1.0,266.0,0.0,130.0,0.0,0.0,0.6563,0.2857,1.0
00-0038590,TE,Justin Shorter,LV,2024,8,0,1,00-0038579,0,KC,0.22727272727272727,Healthy,228.0,228.0,,,,,,,,,,,,,,0.5088,0.5556,
00-0038597,RB,Chase Brown,CIN,2024,8,0,1,00-0036442,1,PHI,0.5967741935483871,Healthy,280.0,280.0,55.75,10.0,0.75,0.25,00-0036442,1.0,234.0,1.0,234.0,359.0,61.0,4.0,1.0,0.65,0.4,1.0
00-0038606,WR,Parker Washington,JAX,2024,8,0,1,00-0036971,0,GB,0.38461538461538464,Healthy,390.0,390.0,0.0,0.0,0.0,0.0,00-0036971,2.0,308.0,2.0,308.0,0.0,67.0,0.0,0.0,0.5397,0.6,1.0
00-0038608,WR,Kayshon Boutte,NE,2024,8,0,1,00-0039851,0,NYJ,0.2898550724637681,Healthy,249.0,249.0,0.0,34.25,0.0,0.25,00-0039851,0.0,23.0,0.0,23.0,0.0,185.0,0.0,1.0,0.48979999999999996,0.7143,1.0
00-0038614,RB,Scott Matlock,LAC,2024,8,0,1,00-0036355,0,NO,0.7560975609756098,Healthy,378.0,378.0,0.0,7.0,0.0,0.0,00-0036355,2.0,279.0,2.0,279.0,0.0,16.0,0.0,0.0,0.5106,0.7273000000000001,1.0
00-0038618,WR,Xavier Hutchinson,HOU,2024,8,0,1,00-0039163,0,IND,0.6923076923076923,Healthy,363.0,363.0,0.0,14.0,0.0,0.0,00-0039163,1.0,285.0,1.0,285.0,0.0,64.0,0.0,0.0,0.5577000000000001,0.4545,1.0
00-0038619,WR,Andrei Iosivas,CIN,2024,8,0,1,00-0036442,0,PHI,0.5967741935483871,Healthy,280.0,280.0,0.0,26.0,0.0,0.0,00-0036442,1.0,234.0,1.0,234.0,0.0,189.0,0.0,3.0,0.65,0.4,1.0
00-0038621,WR,Demario Douglas,NE,2024,8,0,1,00-0039851,0,NYJ,0.2898550724637681,Healthy,249.0,249.0,0.0,44.5,0.0,0.25,00-0039851,0.0,23.0,0.0,23.0,9.0,271.0,0.0,1.0,0.48979999999999996,0.7143,1.0
00-0038622,RB,Deuce Vaughn,DAL,2024,8,0,0,00-0033077,0,SF,0.29585798816568043,Healthy,292.0,292.0,5.0,8.0,0.0,0.0,00-0033077,2.0,243.0,2.0,243.0,20.0,14.0,0.0,0.0,0.5254,0.7273000000000001,
00-0038636,RB,Kenny McIntosh,SEA,2024,8,0,1,00-0030565,0,BUF,0.4132231404958678,Healthy,233.0,233.0,5.0,0.0,0.0,0.0,00-0030565,0.0,212.0,0.0,212.0,16.0,0.0,0.0,0.0,0.5536,0.3,
00-0038640,WR,Jalen Brooks,DAL,2024,8,0,0,00-0033077,0,SF,0.29585798816568043,Healthy,292.0,292.0,0.0,16.333333333333332,0.0,0.0,00-0033077,2.0,243.0,2.0,243.0,0.0,77.0,0.0,0.0,0.5254,0.7273000000000001,1.0
00-0038643,TE,Brayden Willis,SF,2024,8,0,1,00-0037834,0,DAL,0.7041420118343196,Healthy,469.0,469.0,,,,,00-0037834,1.0,260.0,1.0,260.0,,,,,0.5962,0.7273000000000001,
00-0038647,WR,Ronnie Bell,SF,2024,8,0,1,00-0037834,0,DAL,0.7041420118343196,Healthy,469.0,469.0,0.0,10.0,0.0,0.0,00-0037834,1.0,260.0,1.0,260.0,0.0,22.0,0.0,0.0,0.5962,0.7273000000000001,1.0
00-0038685,RB,Chris Brooks,GB,2024,8,0,0,00-0036264,0,JAX,0.6153846153846154,Healthy,422.0,422.0,21.0,0.0,0.0,0.0,00-0036264,0.0,196.0,0.0,196.0,40.0,1.0,0.0,0.0,0.5577000000000001,0.6667000000000001,1.0
00-0038705,RB,Emari Demercado,ARI,2024,8,0,0,00-0035228,0,MIA,0.3355704697986577,Healthy,389.0,389.0,15.75,9.75,0.0,0.0,00-0035228,2.0,307.0,2.0,307.0,116.0,65.0,0.0,0.0,0.6167,0.375,1.0
00-0038720,TE,Julian Hill,MIA,2024,8,0,1,00-0034177,0,ARI,0.6644295302013423,Questionable,377.0,377.0,0.0,14.0,0.0,0.0,,,,,,0.0,45.0,0.0,0.0,0.6056,0.5556,1.0
00-0038738,RB,Hunter Luepke,DAL,2024,8,0,0,00-0033077,0,SF,0.29585798816568043,Healthy,292.0,292.0,4.666666666666667,24.333333333333332,0.0,0.0,00-0033077,2.0,243.0,2.0,243.0,14.0,91.0,0.0,0.0,0.5254,0.7273000000000001,1.0
00-0038752,WR,Jake Bobo,SEA,2024,8,0,1,00-0030565,0,BUF,0.4132231404958678,Healthy,233.0,233.0,0.0,12.75,0.0,0.0,00-0030565,0.0,212.0,0.0,212.0,0.0,81.0,0.0,0.0,0.5536,0.3,1.0
00-0038783,TE,Nate Adkins,DEN,2024,8,0,1,00-0039732,1,CAR,0.8823529411764706,Healthy,400.0,400.0,0.0,4.333333333333333,0.0,0.0,00-0039732,3.0,284.0,3.0,284.0,0.0,22.0,0.0,1.0,0.6315999999999999,0.5789,1.0
00-0038794,RB,Jaleel McLaughlin,DEN,2024,8,0,1,00-0039732,1,CAR,0.8823529411764706,Healthy,400.0,400.0,27.75,5.0,0.0,0.25,00-0039732,3.0,284.0,3.0,284.0,198.0,37.0,1.0,2.0,0.6315999999999999,0.5789,1.0
00-0038797,RB,Emanuel Wilson,GB,2024,8,0,0,00-0036264,0,JAX,0.6153846153846154,Healthy,422.0,422.0,29.0,2.5,0.0,0.0,00-0036264,0.0,196.0,0.0,196.0,226.0,45.0,0.0,1.0,0.5577000000000001,0.6667000000000001,1.0
00-0038809,TE,Ben Sims,GB,2024,8,0,0,00-0036264,0,JAX,0.6153846153846154,Healthy,422.0,422.0,0.0,20.0,0.0,0.0,00-0036264,0.0,196.0,0.0,196.0,0.0,40.0,0.0,0.0,0.5577000000000001,0.6667000000000001,1.0
00-0038821,WR,Rakim Jarrett,TB,2024,8,0,1,00-0034855,0,ATL,0.49504950495049505,Questionable,432.0,432.0,,,,,00-0034855,3.0,330.0,3.0,330.0,0.0,58.0,0.0,0.0,0.45280000000000004,0.75,1.0
00-0038824,WR,Ryan Miller,TB,2024,8,0,1,00-0034855,0,ATL,0.49504950495049505,Healthy,432.0,432.0,0.0,39.0,0.0,0.0,00-0034855,3.0,330.0,3.0,330.0,0.0,58.0,0.0,0.0,0.45280000000000004,0.75,1.0
00-0038920,TE,John Shenker,LV,2024,8,0,1,00-0038579,0,KC,0.22727272727272727,Healthy,228.0,228.0,,,,,,,,,,0.0,7.0,0.0,0.0,0.5088,0.5556,1.0
00-0038933,TE,Dalton Kincaid,BUF,2024,8,0,0,00-0034857,1,SEA,0.5867768595041323,Minor,445.0,445.0,0.0,46.0,0.0,0.0,00-0034857,2.0,283.0,2.0,283.0,0.0,300.0,0.0,2.0,0.6071,0.6923,1.0
00-0038935,TE,Brenton Strange,JAX,2024,8,0,1,00-0036971,0,GB,0.38461538461538464,Healthy,390.0,390.0,0.0,18.0,0.0,0.3333333333333333,00-0036971,2.0,308.0,2.0,308.0,0.0,190.0,0.0,2.0,0.5397,0.6,1.0
00-0038938,WR,Jalin Hyatt,NYG,2024,8,0,0,00-0035710,0,PIT,0.2702702702702703,Minor,394.0,394.0,0.0,2.0,0.0,0.0,00-0035710,0.0,264.0,0.0,264.0,0.0,6.0,0.0,0.0,0.4717,0.44439999999999996,
00-0038941,WR,Tyler Scott,CHI,2024,8,0,0,00-0039918,0,WAS,0.4504504504504504,Healthy,309.0,309.0,,,,,00-0039918,0.0,131.0,0.0,131.0,,,,,0.5667,0.7143,
00-0038951,RB,Sean Tucker,TB,2024,8,0,1,00-0034855,0,ATL,0.49504950495049505,Healthy,432.0,432.0,56.0,26.333333333333332,0.3333333333333333,0.3333333333333333,00-0034855,3.0,330.0,3.0,330.0,175.0,91.0,1.0,1.0,0.45280000000000004,0.75,1.0
00-0038976,WR,Marvin Mims Jr.,DEN,2024,8,0,1,00-0039732,0,CAR,0.8823529411764706,Healthy,400.0,400.0,5.666666666666667,8.333333333333334,0.0,0.0,00-0039732,3.0,284.0,3.0,284.0,17.0,52.0,0.0,0.0,0.6315999999999999,0.5789,1.0
00-0038977,WR,Tank Dell,HOU,2024,8,0,1,00-0039163,1,IND,0.6923076923076923,Healthy,363.0,363.0,-1.6666666666666667,31.666666666666668,0.0,0.3333333333333333,00-0039163,1.0,285.0,1.0,285.0,30.0,229.0,0.0,2.0,0.5577000000000001,0.4545,1.0
00-0038979,WR,Cedric Tillman,CLE,2024,8,0,1,00-0031503,1,BAL,0.25,Healthy,401.0,401.0,-2.5,40.5,0.0,0.0,00-0031503,3.0,334.0,3.0,334.0,,,,,0.42310000000000003,0.5,1.0
00-0038994,WR,Jordan Addison,MIN,2024,8,0,0,00-0034869,0,LA,0.5652173913043479,Healthy,276.0,276.0,2.3333333333333335,58.0,0.3333333333333333,0.3333333333333333,00-0034869,2.0,240.0,2.0,240.0,7.0,231.0,1.0,1.0,0.5686,0.44439999999999996,1.0
00-0038996,TE,Tucker Kraft,GB,2024,8,0,0,00-0036264,1,JAX,0.6153846153846154,Healthy,422.0,422.0,0.5,46.75,0.0,1.0,00-0036264,0.0,196.0,0.0,196.0,2.0,342.0,0.0,5.0,0.5577000000000001,0.6667000000000001,1.0
00-0038997,WR,Josh Downs,IND,2024,8,0,0,00-0026158,1,HOU,0.3076923076923077,Minor,302.0,302.0,-0.25,55.0,0.0,0.5,,,,,,-1.0,351.0,0.0,3.0,0.5574,0.8,1.0
00-0038998,QB,Jake Haener,NO,2024,8,0,0,00-0039376,0,LAC,0.24390243902439024,Healthy,366.0,366.0,5.5,0.0,0.0,0.0,00-0039376,0.0,156.0,0.0,0.0,18.0,0.0,0.0,0.0,0.5294,0.6,1.0
00-0039021,RB,Roschon Johnson,CHI,2024,8,0,0,00-0039918,1,WAS,0.4504504504504504,Healthy,309.0,309.0,22.25,14.25,0.75,0.0,00-0039918,0.0,131.0,0.0,131.0,95.0,57.0,4.0,0.0,0.5667,0.7143,1.0
00-0039040,RB,De'Von Achane,MIA,2024,8,0,1,00-0034177,1,ARI,0.6644295302013423,Healthy,377.0,377.0,35.0,12.25,0.0,0.0,,,,,,357.0,244.0,1.0,2.0,0.6056,0.5556,1.0
00-0039041,TE,Elijah Higgins,ARI,2024,8,0,0,00-0035228,0,MIA,0.3355704697986577,Healthy,389.0,389.0,0.0,5.0,0.0,0.3333333333333333,00-0035228,2.0,307.0,2.0,307.0,0.0,69.0,0.0,2.0,0.6167,0.375,1.0
00-0039050,TE,Payne Durham,TB,2024,8,0,1,00-0034855,0,ATL,0.49504950495049505,Questionable,432.0,432.0,,,,,00-0034855,3.0,330.0,3.0,330.0,0.0,8.0,0.0,0.0,0.45280000000000004,0.75,
00-0039052,WR,Trey Palmer,TB,2024,8,0,1,00-0034855,0,ATL,0.49504950495049505,Healthy,432.0,432.0,0.0,21.0,0.0,0.5,00-0034855,3.0,330.0,3.0,330.0,0.0,90.0,0.0,1.0,0.45280000000000004,0.75,1.0
00-0039062,WR,Jonathan Mingo,CAR,2024,8,0,0,00-0039150,0,DEN,0.11764705882352944,Healthy,284.0,284.0,0.0,20.666666666666668,0.0,0.0,00-0039150,2.0,224.0,2.0,224.0,5.0,121.0,0.0,0.0,0.5763,0.5,1.0
00-0039064,WR,Zay Flowers,BAL,2024,8,0,0,00-0034796,0,CLE,0.75,Questionable,387.0,387.0,7.5,66.0,0.0,0.0,00-0034796,2.0,289.0,2.0,289.0,47.0,527.0,0.0,1.0,0.7111,0.6667000000000001,1.0
00-0039065,TE,Sam LaPorta,DET,2024,8,0,1,00-0033106,1,TEN,0.8888888888888888,Healthy,225.0,225.0,0.0,41.5,0.0,0.25,00-0033106,3.0,85.0,3.0,85.0,0.0,272.0,0.0,2.0,0.377,0.7143,1.0
00-0039074,TE,Davis Allen,LA,2024,8,0,1,00-0026498,0,MIN,0.43478260869565216,Healthy,386.0,386.0,0.0,0.0,0.0,0.0,00-0026498,4.0,279.0,4.0,279.0,0.0,0.0,0.0,0.0,0.54,0.8571,
00-0039075,WR,Puka Nacua,LA,2024,8,0,1,00-0026498,0,MIN,0.43478260869565216,Questionable,386.0,386.0,,,,,00-0026498,4.0,279.0,4.0,279.0,12.0,141.0,0.0,0.0,0.54,0.8571,1.0
00-0039139,RB,Jahmyr Gibbs,DET,2024,8,0,1,00-0033106,1,TEN,0.8888888888888888,Healthy,225.0,225.0,85.0,18.0,1.0,0.0,00-0033106,3.0,85.0,3.0,85.0,591.0,134.0,6.0,0.0,0.377,0.7143,1.0
00-0039146,WR,Jayden Reed,GB,2024,8,0,0,00-0036264,0,JAX,0.6153846153846154,Minor,422.0,422.0,5.25,63.75,0.0,0.5,00-0036264,0.0,196.0,0.0,196.0,110.0,507.0,1.0,3.0,0.5577000000000001,0.6667000000000001,1.0
00-0039150,QB,Bryce Young,CAR,2024,8,0,0,00-0039150,0,DEN,0.11764705882352944,Healthy,284.0,284.0,4.0,0.0,0.0,0.0,00-0039150,2.0,224.0,0.0,0.0,32.0,0.0,1.0,0.0,0.5763,0.5,1.0
00-0039163,QB,C.J. Stroud,HOU,2024,8,0,1,00-0039163,0,IND,0.6923076923076923,Healthy,363.0,363.0,17.5,0.0,0.0,0.0,00-0039163,1.0,285.0,0.0,0.0,84.0,0.0,0.0,0.0,0.5577000000000001,0.4545,1.0
00-0039164,QB,Anthony Richardson,IND,2024,8,0,0,00-0026158,0,HOU,0.3076923076923077,Healthy,302.0,302.0,40.0,0.0,0.0,0.0,,,,0.0,0.0,242.0,0.0,1.0,0.0,0.5574,0.8,1.0
00-0039165,RB,Zach Charbonnet,SEA,2024,8,0,1,00-0030565,1,BUF,0.4132231404958678,Healthy,233.0,233.0,15.0,17.0,0.0,0.0,00-0030565,0.0,212.0,0.0,212.0,205.0,164.0,4.0,1.0,0.5536,0.3,1.0
00-0039236,WR,Johnny Wilson,PHI,2024,8,1,0,00-0036389,0,CIN,0.4032258064516129,Healthy,397.0,397.0,0.0,4.5,0.0,0.0,00-0036389,1.0,236.0,1.0,236.0,0.0,9.0,0.0,0.0,0.5167,0.6667000000000001,
00-0039244,RB,Chris Collier,BAL,2024,8,1,0,00-0034796,0,CLE,0.75,Healthy,387.0,387.0,,,,,00-0034796,2.0,289.0,2.0,289.0,,,,,0.7111,0.6667000000000001,
00-0039306,WR,Dee Williams,SEA,2024,8,1,1,00-0030565,0,BUF,0.4132231404958678,Healthy,233.0,233.0,,,,,00-0030565,0.0,212.0,0.0,212.0,,,,,0.5536,0.3,
00-0039308,RB,TaMerik Williams,SEA,2024,8,1,1,00-0030565,0,BUF,0.4132231404958678,Healthy,233.0,233.0,,,,,00-0030565,0.0,212.0,0.0,212.0,,,,,0.5536,0.3,
00-0039325,RB,Carson Steele,KC,2024,8,1,0,00-0033873,0,LV,0.7727272727272727,Healthy,334.0,334.0,26.75,0.5,0.0,0.0,00-0033873,2.0,262.0,2.0,262.0,140.0,10.0,0.0,0.0,0.625,0.6364,1.0
00-0039337,WR,Malik Nabers,NYG,2024,8,1,0,00-0035710,0,PIT,0.2702702702702703,Healthy,394.0,394.0,-2.0,78.0,0.0,0.0,00-0035710,0.0,264.0,0.0,264.0,0.0,498.0,0.0,3.0,0.4717,0.44439999999999996,1.0
00-0039338,TE,Brock Bowers,LV,2024,8,1,1,00-0038579,0,KC,0.22727272727272727,Healthy,228.0,228.0,3.0,70.0,0.0,0.25,,,,,,12.0,535.0,0.0,1.0,0.5088,0.5556,1.0
00-0039342,WR,Xavier Legette,CAR,2024,8,1,0,00-0039150,1,DEN,0.11764705882352944,Healthy,284.0,284.0,4.0,25.0,0.0,0.5,00-0039150,2.0,224.0,2.0,224.0,16.0,211.0,0.0,3.0,0.5763,0.5,1.0
00-0039355,WR,Luke McCaffrey,WAS,2024,8,1,1,00-0039910,0,CHI,0.5495495495495496,Healthy,481.0,481.0,0.0,13.666666666666666,0.0,0.0,00-0039910,1.0,326.0,1.0,326.0,0.0,111.0,0.0,0.0,0.6889,0.25,1.0
00-0039356,TE,Ja'Tavion Sanders,CAR,2024,8,1,0,00-0039150,0,DEN,0.11764705882352944,Minor,284.0,284.0,0.0,34.75,0.0,0.0,00-0039150,2.0,224.0,2.0,224.0,0.0,158.0,0.0,0.0,0.5763,0.5,1.0
00-0039359,TE,Cade Stover,HOU,2024,8,1,1,00-0039163,0,IND,0.6923076923076923,Healthy,363.0,363.0,0.0,12.0,0.0,0.0,00-0039163,1.0,285.0,1.0,285.0,0.0,85.0,0.0,0.0,0.5577000000000001,0.4545,1.0
00-0039361,RB,Bucky Irving,TB,2024,8,1,1,00-0034855,0,ATL,0.49504950495049505,Questionable,432.0,432.0,49.25,24.0,0.75,0.0,00-0034855,3.0,330.0,3.0,330.0,395.0,164.0,3.0,0.0,0.45280000000000004,0.75,1.0
00-0039363,RB,Isaac Guerendo,SF,2024,8,1,1,00-0037834,1,DAL,0.7041420118343196,Healthy,469.0,469.0,30.75,1.25,0.0,0.0,00-0037834,1.0,260.0,1.0,260.0,227.0,22.0,1.0,0.0,0.5962,0.7273000000000001,1.0
00-0039364,RB,Sione Vaki,DET,2024,8,1,1,00-0033106,0,TEN,0.8888888888888888,Healthy,225.0,225.0,5.0,0.0,0.0,0.0,00-0033106,3.0,85.0,3.0,85.0,5.0,17.0,0.0,0.0,0.377,0.7143,
00-0039365,WR,Jacob Cowing,SF,2024,8,1,1,00-0037834,0,DAL,0.7041420118343196,Healthy,469.0,469.0,0.0,50.0,0.0,0.0,00-0037834,1.0,260.0,1.0,260.0,0.0,50.0,0.0,0.0,0.5962,0.7273000000000001,
00-0039373,RB,Audric Estimé,DEN,2024,8,1,1,00-0039732,0,CAR,0.8823529411764706,Healthy,400.0,400.0,21.0,0.0,0.0,0.0,00-0039732,3.0,284.0,3.0,284.0,60.0,0.0,0.0,0.0,0.6315999999999999,0.5789,1.0
00-0039376,QB,Spencer Rattler,NO,2024,8,1,0,00-0039376,0,LAC,0.24390243902439024,Minor,366.0,366.0,30.5,0.0,0.0,0.0,00-0039376,0.0,156.0,0.0,0.0,61.0,0.0,0.0,0.0,0.5294,0.6,1.0
00-0039379,WR,Jamari Thrash,CLE,2024,8,1,1,00-0031503,0,BAL,0.25,Healthy,401.0,401.0,,,,,00-0031503,3.0,334.0,3.0,334.0,,,,,0.42310000000000003,0.5,
00-0039384,RB,Tyrone Tracy Jr.,NYG,2024,8,1,0,00-0035710,1,PIT,0.2702702702702703,Questionable,394.0,394.0,51.0,21.5,0.25,0.0,00-0035710,0.0,264.0,0.0,264.0,376.0,113.0,2.0,0.0,0.4717,0.44439999999999996,1.0
00-0039386,WR,Bub Means,NO,2024,8,1,0,00-0039376,0,LAC,0.24390243902439024,Questionable,366.0,366.0,0.0,41.0,0.0,0.5,00-0039376,0.0,156.0,0.0,156.0,0.0,118.0,0.0,1.0,0.5294,0.6,1.0
00-0039391,RB,Kimani Vidal,LAC,2024,8,1,1,00-0036355,0,NO,0.7560975609756098,Healthy,378.0,378.0,10.5,24.5,0.0,0.5,00-0036355,2.0,279.0,2.0,279.0,37.0,49.0,0.0,1.0,0.5106,0.7273000000000001,1.0
00-0039392,WR,Jha'Quan Jackson,TEN,2024,8,1,0,00-0034771,0,DET,0.11111111111111116,Healthy,416.0,416.0,,,,,00-0034771,1.0,266.0,1.0,266.0,0.0,0.0,0.0,0.0,0.6563,0.2857,1.0
00-0039394,WR,Casey Washington,ATL,2024,8,1,0,00-0029604,0,TB,0.504950495049505,Healthy,394.0,394.0,0.0,14.0,0.0,0.0,00-0029604,4.0,276.0,4.0,276.0,0.0,14.0,0.0,0.0,0.45,0.7,
00-0039410,WR,Ryan Flournoy,DAL,2024,8,1,0,00-0033077,0,SF,0.29585798816568043,Minor,292.0,292.0,0.0,12.0,0.0,0.0,00-0033077,2.0,243.0,2.0,243.0,0.0,12.0,0.0,0.0,0.5254,0.7273000000000001,
00-0039415,WR,Brenden Rice,LAC,2024,8,1,1,00-0036355,0,NO,0.7560975609756098,Healthy,378.0,378.0,,,,,00-0036355,2.0,279.0,2.0,279.0,,,,,0.5106,0.7273000000000001,
00-0039420,TE,Jaheim Bell,NE,2024,8,1,1,00-0039851,0,NYJ,0.2898550724637681,Healthy,249.0,249.0,,,,,00-0039851,0.0,23.0,0.0,23.0,,,,,0.48979999999999996,0.7143,
00-0039424,WR,Devaughn Vele,DEN,2024,8,1,1,00-0039732,0,CAR,0.8823529411764706,Healthy,400.0,400.0,0.0,49.0,0.0,0.0,00-0039732,3.0,284.0,3.0,284.0,0.0,165.0,0.0,0.0,0.6315999999999999,0.5789,1.0
00-0039451,WR,Isaiah Williams,DET,2024,8,1,1,00-0033106,0,TEN,0.8888888888888888,Healthy,225.0,225.0,,,,,00-0033106,3.0,85.0,3.0,85.0,0.0,6.0,0.0,0.0,0.377,0.7143,1.0
00-0039482,QB,Gavin Hardison,MIA,2024,8,1,1,00-0034177,0,ARI,0.6644295302013423,Healthy,377.0,377.0,,,,,,,,0.0,0.0,,,,,0.6056,0.5556,
00-0039491,WR,Jalen Coker,CAR,2024,8,1,0,00-0039150,1,DEN,0.11764705882352944,Healthy,284.0,284.0,0.0,27.0,0.0,0.0,00-0039150,2.0,224.0,2.0,224.0,0.0,186.0,0.0,1.0,0.5763,0.5,1.0
00-0039501,QB,Jack Plummer,CAR,2024,8,1,0,00-0039150,0,DEN,0.11764705882352944,Healthy,284.0,284.0,,,,,00-0039150,2.0,224.0,0.0,0.0,,,,,0.5763,0.5,
00-0039530,TE,Brevyn Spann-Ford,DAL,2024,8,1,0,00-0033077,0,SF,0.29585798816568043,Healthy,292.0,292.0,0.0,20.0,0.0,0.0,00-0033077,2.0,243.0,2.0,243.0,0.0,20.0,0.0,0.0,0.5254,0.7273000000000001,1.0
00-0039534,QB,Carter Bradley,LV,2024,8,1,1,00-0038579,0,KC,0.22727272727272727,Healthy,228.0,228.0,,,,,,,,0.0,0.0,,,,,0.5088,0.5556,
00-0039574,TE,Dylan Leonard,DEN,2024,8,1,1,00-0039732,0,CAR,0.8823529411764706,Healthy,400.0,400.0,,,,,00-0039732,3.0,284.0,3.0,284.0,,,,,0.6315999999999999,0.5789,
00-0039614,WR,Jermaine Jackson,NO,2024,8,1,0,00-0039376,0,LAC,0.24390243902439024,Healthy,366.0,366.0,,,,,00-0039376,0.0,156.0,0.0,156.0,,,,,0.5294,0.6,
00-0039623,WR,Mason Tipton,NO,2024,8,1,0,00-0039376,0,LAC,0.24390243902439024,Healthy,366.0,366.0,0.0,17.0,0.0,0.0,00-0039376,0.0,156.0,0.0,156.0,0.0,99.0,0.0,0.0,0.5294,0.6,1.0
00-0039664,WR,Jaylen Johnson,LAC,2024,8,1,1,00-0036355,0,NO,0.7560975609756098,Healthy,378.0,378.0,,,,,00-0036355,2.0,279.0,2.0,279.0,,,,,0.5106,0.7273000000000001,
00-0039732,QB,Bo Nix,DEN,2024,8,1,1,00-0039732,1,CAR,0.8823529411764706,Healthy,400.0,400.0,37.0,0.0,0.25,0.0,00-0039732,3.0,284.0,0.0,0.0,259.0,0.0,4.0,0.0,0.6315999999999999,0.5789,1.0
00-0039737,TE,Tip Reiman,ARI,2024,8,1,0,00-0035228,0,MIA,0.3355704697986577,Healthy,389.0,389.0,0.0,3.0,0.0,0.0,00-0035228,2.0,307.0,2.0,307.0,0.0,6.0,0.0,0.0,0.6167,0.375,
00-0039738,RB,Blake Corum,LA,2024,8,1,1,00-0026498,0,MIN,0.43478260869565216,Healthy,386.0,386.0,18.0,4.0,0.0,0.0,00-0026498,4.0,279.0,4.0,279.0,73.0,17.0,0.0,0.0,0.54,0.8571,1.0
00-0039746,RB,Will Shipley,PHI,2024,8,1,0,00-0036389,0,CIN,0.4032258064516129,Healthy,397.0,397.0,15.0,0.0,0.0,0.0,00-0036389,1.0,236.0,1.0,236.0,12.0,0.0,0.0,0.0,0.5167,0.6667000000000001,1.0
00-0039747,WR,Ainias Smith,PHI,2024,8,1,0,00-0036389,0,CIN,0.4032258064516129,Minor,397.0,397.0,,,,,00-0036389,1.0,236.0,1.0,236.0,,,,,0.5167,0.6667000000000001,
00-0039754,TE,Devin Culp,TB,2024,8,1,1,00-0034855,0,ATL,0.49504950495049505,Healthy,432.0,432.0,,,,,00-0034855,3.0,330.0,3.0,330.0,,,,,0.45280000000000004,0.75,
00-0039792,WR,Devontez Walker,BAL,2024,8,1,0,00-0034796,0,CLE,0.75,Healthy,387.0,387.0,,,,,00-0034796,2.0,289.0,2.0,289.0,,,,,0.7111,0.6667000000000001,
00-0039793,TE,AJ Barner,SEA,2024,8,1,1,00-0030565,0,BUF,0.4132231404958678,Healthy,233.0,233.0,0.0,14.5,0.0,0.25,00-0030565,0.0,212.0,0.0,212.0,0.0,105.0,0.0,1.0,0.5536,0.3,1.0
00-0039794,RB,Braelon Allen,NYJ,2024,8,1,0,00-0023459,1,NE,0.7101449275362319,Healthy,336.0,336.0,14.75,7.25,0.0,0.0,00-0023459,2.0,233.0,2.0,233.0,187.0,74.0,2.0,1.0,0.46149999999999997,0.6923,1.0
00-0039798,RB,Isaiah Davis,NYJ,2024,8,1,0,00-0023459,0,NE,0.7101449275362319,Healthy,336.0,336.0,12.0,0.0,0.0,0.0,00-0023459,2.0,233.0,2.0,233.0,18.0,0.0,0.0,0.0,0.46149999999999997,0.6923,
00-0039810,WR,Jermaine Burton,CIN,2024,8,1,1,00-0036442,0,PHI,0.5967741935483871,Healthy,280.0,280.0,,,,,00-0036442,1.0,234.0,1.0,234.0,0.0,88.0,0.0,0.0,0.65,0.4,1.0
00-0039814,TE,Erick All,CIN,2024,8,1,1,00-0036442,0,PHI,0.5967741935483871,Healthy,280.0,280.0,0.0,12.0,0.0,0.0,00-0036442,1.0,234.0,1.0,234.0,0.0,134.0,0.0,0.0,0.65,0.4,1.0
00-0039824,TE,Jared Wiley,KC,2024,8,1,0,00-0033873,0,LV,0.7727272727272727,Minor,334.0,334.0,,,,,00-0033873,2.0,262.0,2.0,262.0,0.0,7.0,0.0,0.0,0.625,0.6364,
